,carat,cut,color,depth,table,x,y,z,price
450,0.83,Ideal,H,62.5,55.0,6.04,6.0,3.76,2816
451,0.71,Premium,E,61.3,56.0,5.78,5.73,3.53,2817
452,0.71,Ideal,I,60.2,56.0,5.84,5.89,3.53,2817
453,0.71,Ideal,E,62.7,57.0,5.66,5.64,3.54,2817
454,0.71,Premium,E,62.3,58.0,5.69,5.65,3.53,2817
455,0.63,Ideal,F,61.5,56.0,5.48,5.52,3.38,2817
457,0.71,Premium,E,61.8,59.0,5.75,5.7,3.54,2817
458,0.71,Ideal,E,61.3,55.0,5.77,5.72,3.52,2817
459,0.71,Premium,E,61.4,58.0,5.77,5.73,3.53,2817
460,0.9,Ideal,J,62.8,55.0,6.2,6.16,3.88,2817
462,0.7,Premium,E,62.4,61.0,5.66,5.63,3.52,2818
463,0.7,Premium,E,59.3,60.0,5.78,5.73,3.41,2818
464,0.7,Premium,E,63.0,60.0,5.64,5.6,3.54,2818
465,1.0,Premium,H,61.3,60.0,6.43,6.39,3.93,2818
466,0.86,Premium,F,59.3,62.0,6.36,6.22,3.73,2818
467,0.8,Ideal,H,61.0,57.0,6.07,6.0,3.68,2818
468,0.7,Ideal,E,62.9,57.0,5.66,5.61,3.54,2818
469,0.7,Premium,E,59.6,57.0,5.91,5.83,3.5,2818
470,0.7,Premium,F,61.8,60.0,5.69,5.64,3.5,2818
471,0.7,Premium,E,62.7,57.0,5.68,5.64,3.55,2818
473,0.72,Very Good,G,63.8,58.0,5.64,5.68,3.61,2819
474,0.72,Ideal,H,62.3,56.0,5.73,5.77,3.58,2819
475,0.7,Good,F,59.7,63.0,5.76,5.79,3.45,2819
476,0.86,Good,F,64.3,60.0,5.97,5.95,3.83,2819
477,0.71,Ideal,G,62.9,58.0,5.66,5.69,3.57,2820
478,0.75,Ideal,E,62.0,57.0,5.8,5.78,3.59,2821
479,0.73,Premium,E,61.6,59.0,5.77,5.73,3.54,2821
480,0.53,Ideal,E,61.9,55.0,5.2,5.21,3.22,2821
481,0.73,Premium,E,61.3,58.0,5.83,5.76,3.55,2821
482,0.73,Good,E,63.6,57.0,5.72,5.7,3.63,2821
483,0.73,Premium,E,59.6,61.0,5.92,5.85,3.51,2821
484,0.73,Premium,E,62.2,59.0,5.77,5.68,3.56,2821
485,0.73,Premium,D,61.7,55.0,5.84,5.82,3.6,2821
486,0.73,Very Good,E,63.2,58.0,5.76,5.7,3.62,2821
487,0.7,Premium,E,60.8,60.0,5.74,5.71,3.48,2822
488,0.72,Premium,E,60.3,59.0,5.84,5.8,3.51,2822
489,0.72,Premium,E,60.9,60.0,5.8,5.76,3.52,2822
490,0.72,Premium,E,62.4,59.0,5.77,5.7,3.58,2822
491,0.7,Premium,E,60.2,60.0,5.73,5.7,3.44,2822
492,0.6,Ideal,F,62.0,55.0,5.37,5.4,3.34,2822
493,0.74,Ideal,I,60.8,57.0,5.85,5.89,3.57,2822
494,0.73,Ideal,F,62.1,55.0,5.75,5.78,3.58,2822
495,0.71,Premium,D,62.7,60.0,5.71,5.67,3.57,2822
496,0.71,Premium,D,61.3,58.0,5.75,5.73,3.52,2822
497,0.7,Premium,D,60.2,60.0,5.82,5.75,3.48,2822
498,0.7,Ideal,D,60.7,56.0,5.75,5.72,3.48,2822
499,0.9,Good,J,64.0,61.0,6.04,6.03,3.86,2822
500,0.71,Ideal,D,60.2,56.0,5.86,5.83,3.52,2822
501,0.7,Premium,E,61.5,59.0,5.73,5.68,3.51,2822
502,0.7,Premium,E,62.6,56.0,5.71,5.66,3.56,2822
503,0.7,Ideal,D,59.7,58.0,5.82,5.77,3.46,2822
505,0.7,Ideal,D,62.5,57.0,5.62,5.59,3.51,2822
506,0.7,Ideal,D,61.8,56.0,5.73,5.63,3.51,2822
507,0.7,Premium,E,60.7,62.0,5.72,5.68,3.46,2822
508,0.7,Premium,F,60.6,58.0,5.8,5.72,3.49,2822
509,0.7,Ideal,D,61.4,54.0,5.75,5.71,3.52,2822
510,0.79,Very Good,D,62.8,59.0,5.86,5.9,3.69,2823
511,0.9,Good,I,63.8,57.0,6.06,6.13,3.89,2823
512,0.71,Premium,E,62.3,58.0,5.71,5.66,3.54,2823
513,0.61,Ideal,E,61.3,54.0,5.51,5.59,3.4,2823
515,0.71,Ideal,E,60.5,56.0,5.77,5.73,3.47,2823
516,0.71,Premium,D,61.2,59.0,5.74,5.69,3.5,2824
517,0.77,Ideal,I,62.1,57.0,5.84,5.86,3.63,2824
518,0.74,Good,E,63.1,58.0,5.73,5.75,3.62,2824
519,0.82,Ideal,F,62.4,54.0,6.02,5.97,3.74,2824
520,0.82,Premium,E,60.8,60.0,6.05,6.03,3.67,2824
521,0.71,Premium,G,62.2,59.0,5.73,5.66,3.54,2825
522,0.83,Premium,H,60.0,59.0,6.08,6.05,3.64,2825
523,0.73,Very Good,G,62.0,57.0,5.75,5.8,3.58,2825
524,0.83,Premium,H,62.5,59.0,6.02,5.95,3.74,2825
525,1.17,Premium,J,60.2,61.0,6.9,6.83,4.13,2825
527,0.73,Premium,E,62.6,60.0,5.75,5.68,3.58,2826
529,0.9,Premium,I,62.2,59.0,6.11,6.07,3.79,2826
530,0.7,Premium,E,62.2,58.0,5.66,5.6,3.5,2826
531,0.7,Very Good,D,63.3,56.0,5.6,5.58,3.54,2826
532,0.7,Premium,E,59.4,61.0,5.78,5.74,3.42,2826
533,0.9,Very Good,I,63.5,56.0,6.17,6.07,3.88,2826
534,0.78,Premium,F,60.8,60.0,5.97,5.94,3.62,2826
535,0.96,Ideal,F,60.7,55.0,6.41,6.37,3.88,2826
536,0.7,Very Good,D,62.3,59.0,5.67,5.7,3.54,2827
537,0.72,Good,D,64.0,54.0,5.68,5.7,3.64,2827
538,0.79,Premium,H,62.6,58.0,5.96,5.9,3.71,2827
539,0.7,Ideal,H,61.6,57.0,5.69,5.74,3.52,2827
540,0.7,Ideal,H,62.3,55.0,5.66,5.7,3.54,2827
541,0.7,Ideal,D,60.6,57.0,5.74,5.77,3.49,2828
542,1.01,Premium,H,61.6,61.0,6.39,6.31,3.91,2828
543,0.72,Premium,F,62.2,58.0,5.75,5.7,3.56,2829
544,0.8,Good,E,63.7,54.0,5.91,5.87,3.75,2829
545,0.59,Ideal,E,62.0,56.0,5.36,5.38,3.33,2829
546,0.72,Ideal,F,61.7,57.0,5.77,5.74,3.55,2829
547,0.75,Premium,E,61.9,57.0,5.88,5.82,3.62,2829
548,0.8,Premium,E,60.2,57.0,6.05,6.01,3.63,2829
549,0.71,Very Good,E,62.7,59.0,5.65,5.7,3.56,2830
550,0.77,Very Good,H,61.7,56.0,5.84,5.89,3.62,2830
551,0.97,Ideal,F,60.7,56.0,6.41,6.43,3.9,2830
552,0.53,Ideal,F,60.9,57.0,5.23,5.29,3.19,2830
553,0.53,Ideal,F,61.8,57.0,5.16,5.19,3.2,2830
554,0.8,Ideal,I,62.1,54.4,5.94,5.99,3.7,2830
555,0.9,Premium,G,60.6,62.0,6.21,6.13,3.74,2830
556,0.76,Very Good,E,60.8,60.0,5.89,5.98,3.61,2831
557,0.72,Ideal,E,62.3,57.0,5.7,5.76,3.57,2831
558,0.75,Ideal,E,61.4,57.0,5.82,5.87,3.59,2831
559,0.72,Premium,E,62.1,58.0,5.73,5.76,3.57,2831
560,0.79,Ideal,G,61.8,56.0,5.93,5.91,3.66,2831
561,0.72,Very Good,F,62.5,58.0,5.71,5.75,3.58,2832
562,0.91,Very Good,I,62.8,61.0,6.15,6.18,3.87,2832
563,0.71,Premium,G,62.1,57.0,5.75,5.65,3.54,2832
564,0.81,Premium,G,63.0,60.0,5.87,5.81,3.68,2832
565,0.82,Ideal,H,62.5,57.0,5.91,5.97,3.71,2832
566,0.71,Premium,F,62.2,58.0,5.72,5.66,3.54,2832
567,0.9,Good,J,64.3,63.0,6.05,6.01,3.88,2832
568,0.8,Very Good,I,62.0,58.0,5.86,5.95,3.66,2833
569,0.56,Very Good,E,61.0,59.0,5.28,5.34,3.24,2833
570,0.7,Very Good,D,59.6,61.0,5.77,5.8,3.45,2833
571,0.7,Ideal,D,61.0,57.0,5.74,5.76,3.51,2833
572,0.61,Ideal,F,61.7,55.0,5.45,5.48,3.37,2833
573,0.85,Ideal,H,62.5,57.0,6.02,6.07,3.78,2833
574,0.7,Ideal,F,60.7,57.0,5.73,5.75,3.49,2833
575,0.8,Ideal,G,62.2,56.0,5.94,5.87,3.67,2834
576,0.8,Ideal,H,62.8,57.0,5.91,5.87,3.7,2834
577,0.51,Very Good,D,59.9,58.0,5.16,5.19,3.1,2834
578,0.53,Ideal,F,61.4,57.0,5.2,5.23,3.2,2834
579,0.78,Ideal,I,61.8,55.0,5.92,5.95,3.67,2834
580,0.9,Very Good,J,63.4,54.0,6.17,6.14,3.9,2834
582,0.77,Ideal,E,60.7,55.0,6.01,5.95,3.63,2834
583,0.73,Ideal,F,61.2,56.0,5.89,5.81,3.58,2835
584,0.63,Ideal,F,61.9,57.0,5.47,5.51,3.4,2835
585,0.7,Ideal,E,61.5,54.0,5.7,5.75,3.52,2835
586,0.72,Ideal,E,62.8,57.0,5.71,5.73,3.59,2835
587,0.72,Ideal,E,61.0,57.0,5.78,5.8,3.53,2835
588,0.75,Premium,F,59.6,59.0,6.04,5.94,3.57,2835
589,0.82,Very Good,H,60.7,56.0,6.04,6.06,3.67,2836
590,0.71,Good,E,62.8,60.0,5.6,5.65,3.53,2836
591,0.7,Premium,E,62.6,59.0,5.69,5.66,3.55,2837
592,0.7,Ideal,E,61.8,56.0,5.74,5.69,3.53,2837
593,0.71,Ideal,F,59.8,53.0,5.86,5.82,3.49,2838
594,0.76,Very Good,H,60.9,55.0,5.92,5.94,3.61,2838
597,0.7,Premium,F,62.3,58.0,5.72,5.64,3.54,2838
598,0.7,Premium,F,61.7,58.0,5.69,5.63,3.49,2838
599,0.7,Premium,G,62.6,55.0,5.73,5.64,3.56,2838
600,0.7,Premium,F,59.4,61.0,5.83,5.79,3.45,2838
601,0.7,Very Good,E,63.5,59.0,5.53,5.49,3.5,2838
602,0.7,Premium,F,60.9,61.0,5.71,5.66,3.46,2838
603,0.7,Premium,F,59.5,58.0,5.85,5.75,3.45,2838
604,0.7,Premium,G,63.0,60.0,5.64,5.57,3.53,2838
605,0.74,Very Good,E,60.0,57.0,5.85,5.89,3.52,2839
606,0.71,Ideal,F,61.5,57.0,5.74,5.71,3.52,2839
607,0.7,Ideal,F,61.6,54.0,5.75,5.72,3.53,2839
608,0.71,Ideal,F,62.1,55.0,5.82,5.68,3.57,2839
611,0.71,Premium,F,60.5,58.0,5.75,5.72,3.47,2839
612,0.7,Ideal,F,62.4,53.0,5.73,5.71,3.57,2839
613,0.73,Ideal,G,61.8,54.0,5.8,5.82,3.59,2839
614,0.7,Ideal,E,62.1,54.0,5.69,5.72,3.54,2839
615,0.7,Ideal,G,61.3,57.0,5.71,5.74,3.51,2839
616,0.71,Premium,G,60.3,58.0,5.82,5.78,3.5,2839
618,0.79,Premium,G,59.3,62.0,6.09,6.01,3.59,2839
619,0.71,Premium,F,62.7,59.0,5.7,5.62,3.55,2839
620,0.77,Very Good,H,61.0,60.0,5.9,5.87,3.59,2840
621,0.75,Very Good,F,59.8,56.0,5.85,5.92,3.52,2840
622,0.7,Ideal,F,61.0,56.0,5.75,5.8,3.52,2840
623,0.71,Premium,F,59.3,56.0,5.88,5.82,3.47,2840
624,0.92,Ideal,D,61.9,56.0,6.27,6.2,3.86,2840
625,0.83,Premium,F,61.4,59.0,6.08,6.04,3.72,2840
627,0.73,Premium,F,60.3,59.0,5.9,5.87,3.55,2841
628,0.71,Very Good,D,63.4,55.0,5.69,5.61,3.58,2841
629,0.73,Very Good,D,63.9,57.0,5.66,5.71,3.63,2841
630,0.82,Ideal,F,61.7,53.0,6.0,6.12,3.74,2841
631,0.82,Ideal,F,62.3,56.0,5.96,6.02,3.73,2841
632,0.82,Very Good,F,59.7,57.0,6.12,6.14,3.66,2841
633,0.52,Ideal,F,61.2,56.0,5.19,5.21,3.18,2841
636,0.73,Ideal,D,61.4,57.0,5.76,5.8,3.55,2841
637,0.73,Premium,F,59.9,59.0,5.87,5.77,3.5,2841
638,0.73,Premium,G,61.4,58.0,5.82,5.77,3.56,2841
639,0.8,Ideal,I,62.6,54.0,5.92,5.96,3.72,2842
641,0.7,Very Good,E,60.2,62.0,5.71,5.75,3.45,2843
642,0.7,Very Good,E,62.7,58.0,5.65,5.67,3.55,2843
643,0.71,Very Good,E,59.4,58.0,5.76,5.82,3.44,2843
644,0.81,Very Good,F,63.2,58.0,5.91,5.92,3.74,2843
645,0.71,Very Good,D,61.5,58.0,5.73,5.79,3.54,2843
646,0.73,Ideal,G,61.3,57.0,5.81,5.84,3.57,2843
647,0.73,Very Good,F,61.8,59.0,5.73,5.79,3.56,2843
648,0.72,Ideal,E,62.0,57.0,5.71,5.74,3.55,2843
649,0.81,Ideal,F,62.1,57.0,5.91,5.95,3.68,2843
650,0.71,Ideal,G,60.7,57.0,5.81,5.78,3.52,2843
652,0.7,Very Good,E,62.0,59.0,5.65,5.68,3.51,2844
653,1.01,Ideal,I,61.5,57.0,6.45,6.46,3.97,2844
654,1.01,Good,I,63.1,57.0,6.35,6.39,4.02,2844
655,0.79,Ideal,H,62.5,57.0,5.91,5.93,3.7,2844
656,0.7,Very Good,E,61.8,59.0,5.65,5.68,3.5,2845
658,0.8,Good,H,63.4,60.0,5.92,5.82,3.72,2845
659,1.27,Premium,H,59.3,61.0,7.12,7.05,4.2,2845
660,0.79,Ideal,D,61.5,56.0,5.96,5.91,3.65,2846
661,0.72,Very Good,F,60.2,59.0,5.79,5.84,3.5,2846
662,0.73,Ideal,H,61.6,56.0,5.79,5.84,3.58,2846
664,1.01,Good,H,64.2,61.0,6.25,6.18,3.99,2846
666,0.7,Ideal,E,61.6,57.0,5.71,5.76,3.53,2846
668,0.77,Premium,E,62.9,59.0,5.84,5.79,3.66,2846
669,0.77,Premium,G,61.3,60.0,5.91,5.81,3.59,2846
670,0.77,Premium,G,61.4,58.0,5.94,5.89,3.63,2846
671,0.84,Very Good,H,61.2,57.0,6.1,6.12,3.74,2847
672,0.72,Ideal,E,60.3,57.0,5.83,5.85,3.52,2847
673,0.76,Premium,D,61.1,59.0,5.93,5.88,3.61,2847
674,0.7,Very Good,G,62.9,59.0,5.61,5.68,3.55,2848
675,0.54,Ideal,D,61.5,55.0,5.25,5.29,3.24,2848
677,0.79,Good,E,64.1,54.0,5.86,5.84,3.75,2849
678,0.74,Very Good,E,63.1,58.0,5.75,5.73,3.62,2849
679,0.7,Very Good,E,61.0,60.0,5.74,5.77,3.51,2850
680,0.7,Ideal,F,60.8,59.0,5.69,5.79,3.49,2850
681,0.75,Ideal,J,61.5,56.0,5.83,5.87,3.6,2850
682,1.2,Very Good,H,63.1,60.0,6.75,6.67,4.23,2850
683,0.8,Very Good,F,63.4,57.0,5.89,5.82,3.71,2851
684,0.66,Ideal,D,62.1,56.0,5.54,5.57,3.45,2851
685,0.87,Very Good,F,61.0,63.0,6.22,6.07,3.75,2851
686,0.86,Premium,H,62.7,59.0,6.04,5.98,3.77,2851
687,0.74,Ideal,F,61.0,57.0,5.85,5.81,3.56,2851
688,0.58,Very Good,E,60.6,59.0,5.37,5.43,3.27,2852
689,0.78,Ideal,I,61.5,57.0,5.88,5.92,3.63,2852
690,0.74,Ideal,G,61.3,55.0,5.85,5.86,3.59,2852
691,0.73,Ideal,E,62.7,55.0,5.7,5.79,3.6,2852
692,0.91,Very Good,I,63.5,57.0,6.12,6.07,3.87,2852
693,0.71,Premium,F,62.6,58.0,5.67,5.7,3.56,2853
694,0.71,Good,G,63.5,55.0,5.64,5.66,3.59,2853
695,0.79,Ideal,D,62.8,57.0,5.9,5.85,3.69,2853
696,0.79,Premium,D,60.0,60.0,6.07,6.03,3.63,2853
697,0.71,Premium,E,62.7,58.0,5.73,5.66,3.57,2853
698,0.82,Premium,I,61.9,58.0,5.99,5.97,3.7,2853
699,0.78,Very Good,H,61.9,57.1,5.87,5.95,3.66,2854
700,0.7,Very Good,E,62.4,56.0,5.64,5.7,3.54,2854
702,0.73,Premium,E,62.0,57.0,5.86,5.76,3.6,2854
703,0.91,Fair,J,64.4,62.0,6.06,6.03,3.89,2854
705,0.91,Good,J,64.2,58.0,6.12,6.09,3.92,2854
708,0.68,Premium,F,61.7,57.0,5.67,5.64,3.49,2854
709,0.73,Very Good,F,62.5,57.0,5.7,5.75,3.58,2855
710,1.03,Good,J,63.6,57.0,6.38,6.29,4.03,2855
711,0.74,Premium,D,62.4,57.0,5.8,5.74,3.6,2855
715,1.02,Ideal,H,61.6,55.0,6.49,6.43,3.98,2856
716,0.6,Ideal,F,60.8,57.0,5.44,5.49,3.32,2856
717,0.8,Ideal,G,61.6,56.0,5.97,6.01,3.69,2856
718,0.97,Ideal,F,60.7,56.0,6.43,6.41,3.9,2856
720,0.26,Ideal,E,62.3,57.0,4.05,4.08,2.53,556
721,0.26,Ideal,E,62.1,56.0,4.09,4.12,2.55,556
722,0.36,Ideal,H,61.9,55.0,4.57,4.59,2.83,556
724,0.34,Good,E,63.3,57.0,4.44,4.47,2.82,556
725,0.34,Good,E,63.5,55.0,4.44,4.47,2.83,556
726,0.34,Good,E,63.4,55.0,4.44,4.46,2.82,556
727,0.34,Very Good,G,59.6,62.0,4.54,4.56,2.71,556
728,0.34,Ideal,E,62.2,54.0,4.47,4.5,2.79,556
729,0.32,Good,E,64.1,54.0,4.34,4.37,2.79,556
730,0.31,Ideal,I,61.6,55.0,4.36,4.41,2.7,557
731,0.31,Ideal,I,61.3,56.0,4.36,4.38,2.68,557
732,0.31,Ideal,I,62.3,54.0,4.37,4.4,2.73,557
733,0.31,Ideal,I,62.0,54.0,4.37,4.4,2.72,557
734,0.31,Ideal,I,62.7,53.0,4.33,4.35,2.72,557
735,0.31,Ideal,I,62.2,53.0,4.36,4.38,2.72,557
736,0.31,Ideal,G,62.2,53.6,4.32,4.35,2.7,557
737,0.31,Ideal,H,61.6,54.8,4.35,4.37,2.69,557
738,0.31,Ideal,H,61.8,54.2,4.33,4.37,2.69,557
739,0.33,Premium,G,59.4,59.0,4.52,4.5,2.68,557
740,0.33,Premium,F,62.3,58.0,4.43,4.4,2.75,557
741,0.33,Premium,G,62.6,58.0,4.42,4.4,2.76,557
742,0.33,Ideal,G,61.9,56.0,4.45,4.41,2.74,557
743,0.33,Premium,F,63.0,58.0,4.42,4.4,2.78,557
744,0.33,Premium,J,62.8,58.0,4.41,4.38,2.76,557
745,0.33,Premium,J,61.5,61.0,4.46,4.39,2.72,557
746,0.33,Ideal,J,62.1,55.0,4.44,4.41,2.75,557
747,0.33,Ideal,I,63.0,57.0,4.39,4.37,2.76,557
748,0.33,Good,I,63.6,53.0,4.43,4.4,2.81,557
749,0.33,Premium,I,60.4,59.0,4.54,4.5,2.73,557
751,0.77,Premium,F,60.8,59.0,5.92,5.86,3.58,2856
752,0.77,Premium,F,61.0,58.0,5.94,5.9,3.61,2856
753,0.7,Good,E,60.1,63.0,5.68,5.71,3.42,2857
754,0.9,Very Good,G,63.1,58.0,6.08,6.02,3.82,2857
755,0.72,Ideal,E,62.3,57.0,5.76,5.7,3.57,2857
756,0.9,Premium,I,61.9,59.0,6.2,6.14,3.82,2857
757,0.72,Premium,E,62.1,58.0,5.76,5.73,3.57,2857
758,0.7,Ideal,G,62.1,56.0,5.63,5.71,3.52,2858
759,0.81,Very Good,F,61.3,57.0,6.02,6.05,3.7,2858
760,0.81,Very Good,F,61.7,57.0,6.0,6.05,3.72,2858
761,0.71,Premium,E,61.0,60.0,5.76,5.69,3.49,2858
762,0.7,Premium,E,61.4,59.0,5.73,5.7,3.51,2858
763,0.71,Premium,E,61.5,60.0,5.76,5.68,3.52,2858
764,0.71,Very Good,E,63.5,59.0,5.68,5.59,3.58,2858
765,0.92,Premium,J,62.9,58.0,6.22,6.18,3.9,2858
766,0.76,Ideal,E,62.7,54.0,5.88,5.83,3.67,2858
767,0.73,Ideal,D,61.5,56.0,5.84,5.8,3.58,2858
768,0.71,Premium,D,60.4,62.0,5.74,5.72,3.46,2858
769,0.7,Good,E,63.6,62.0,5.61,5.58,3.56,2858
772,0.7,Ideal,D,61.0,57.0,5.76,5.74,3.51,2859
773,0.7,Premium,D,62.4,56.0,5.72,5.66,3.55,2859
774,0.77,Premium,F,60.9,60.0,5.91,5.88,3.59,2859
775,0.71,Ideal,G,61.5,56.0,5.74,5.78,3.54,2859
776,0.7,Premium,D,59.6,61.0,5.8,5.77,3.45,2859
779,0.71,Very Good,F,61.3,61.0,5.68,5.73,3.5,2860
780,0.9,Very Good,J,63.6,58.0,6.07,6.1,3.87,2860
781,0.6,Ideal,E,61.9,54.9,5.41,5.44,3.35,2860
782,0.71,Premium,D,62.9,57.0,5.66,5.6,3.54,2860
783,0.53,Ideal,F,61.4,57.0,5.23,5.2,3.2,2860
784,0.71,Premium,D,60.7,58.0,5.95,5.78,3.56,2861
785,0.62,Ideal,G,61.6,56.0,5.45,5.48,3.37,2861
786,0.62,Ideal,G,61.6,56.0,5.48,5.51,3.38,2861
787,0.9,Premium,I,63.0,58.0,6.09,6.01,3.81,2861
788,0.62,Fair,F,60.1,61.0,5.53,5.56,3.33,2861
789,0.82,Premium,E,61.7,59.0,6.01,5.98,3.7,2861
790,0.66,Premium,D,61.0,58.0,5.67,5.57,3.43,2861
791,0.7,Very Good,D,62.5,55.0,5.67,5.72,3.56,2862
792,0.8,Very Good,F,62.6,58.0,5.9,5.92,3.7,2862
793,0.8,Very Good,D,62.5,59.0,5.88,5.92,3.69,2862
794,0.79,Premium,F,62.3,54.0,5.97,5.91,3.7,2862
795,0.71,Very Good,F,63.2,60.0,5.65,5.61,3.56,2862
796,0.7,Ideal,H,61.1,57.0,5.71,5.74,3.5,2862
798,0.79,Premium,H,60.0,60.0,6.07,5.99,3.64,2862
799,0.7,Premium,E,59.5,59.0,5.82,5.77,3.45,2862
800,1.22,Premium,E,60.9,57.0,6.93,6.88,4.21,2862
802,0.73,Premium,E,62.5,61.0,5.78,5.64,3.59,2862
803,0.91,Good,I,64.3,58.0,6.05,6.09,3.9,2863
804,0.71,Ideal,D,60.8,56.0,5.8,5.77,3.52,2863
805,0.83,Premium,G,62.3,58.0,6.01,5.97,3.73,2863
806,0.84,Premium,F,62.3,59.0,6.06,6.01,3.76,2863
807,0.71,Premium,D,61.0,61.0,5.82,5.75,3.53,2863
808,0.71,Premium,D,59.7,59.0,5.82,5.8,3.47,2863
809,0.71,Premium,D,61.7,56.0,5.8,5.68,3.54,2863
810,0.71,Ideal,D,61.7,57.0,5.75,5.7,3.53,2863
811,0.71,Premium,D,61.4,58.0,5.79,5.75,3.54,2863
812,0.71,Premium,D,60.6,58.0,5.79,5.77,3.5,2863
813,0.91,Premium,J,59.5,62.0,6.4,6.18,3.74,2863
814,0.9,Premium,J,59.8,62.0,6.24,6.21,3.72,2863
815,0.71,Premium,H,61.5,62.0,5.74,5.68,3.51,2863
817,0.72,Ideal,F,59.5,57.0,5.91,5.86,3.5,2863
818,0.72,Premium,E,60.9,60.0,5.78,5.74,3.51,2863
819,0.71,Ideal,E,61.0,55.0,5.79,5.75,3.52,2863
820,0.81,Ideal,E,60.3,57.0,6.07,6.04,3.65,2864
821,0.83,Very Good,I,61.6,58.0,6.05,6.07,3.73,2865
822,0.73,Premium,D,60.8,55.0,5.87,5.81,3.55,2865
823,0.56,Very Good,D,62.0,56.0,5.25,5.3,3.27,2866
824,0.56,Very Good,D,61.8,55.0,5.27,5.31,3.27,2866
825,0.71,Ideal,E,62.2,55.0,5.74,5.7,3.56,2866
826,0.7,Ideal,H,62.3,58.0,5.66,5.7,3.54,2866
827,0.96,Premium,I,61.3,58.0,6.39,6.3,3.89,2866
828,0.71,Very Good,H,62.9,57.0,5.67,5.69,3.57,2867
829,0.7,Ideal,D,62.4,57.0,5.68,5.61,3.52,2867
830,0.71,Ideal,H,60.4,57.0,5.78,5.81,3.5,2867
831,0.8,Premium,H,61.2,53.0,6.05,5.98,3.68,2867
833,0.82,Ideal,F,62.3,56.0,5.99,5.95,3.72,2867
834,0.52,Ideal,F,61.2,56.0,5.21,5.19,3.18,2867
835,0.82,Ideal,F,61.7,53.0,6.12,6.0,3.74,2867
836,0.82,Ideal,F,62.3,56.0,6.02,5.96,3.73,2867
837,0.82,Premium,F,59.7,57.0,6.14,6.12,3.66,2867
838,0.8,Ideal,G,61.3,57.0,5.96,5.91,3.64,2867
840,0.72,Ideal,I,62.4,55.0,5.72,5.75,3.58,2868
841,0.62,Ideal,G,60.5,57.0,5.52,5.56,3.35,2868
842,0.79,Premium,E,61.0,58.0,5.96,5.9,3.62,2868
843,0.75,Very Good,E,63.1,56.0,5.78,5.7,3.62,2868
844,1.08,Premium,D,61.9,60.0,6.55,6.48,4.03,2869
845,0.72,Ideal,E,60.8,55.0,5.77,5.84,3.53,2869
846,0.62,Ideal,G,61.8,56.0,5.43,5.47,3.37,2869
847,0.73,Ideal,G,61.3,57.0,5.84,5.81,3.57,2869
848,0.72,Ideal,H,60.9,57.0,5.79,5.77,3.52,2869
849,0.52,Premium,F,61.8,60.0,5.16,5.13,3.18,2870
850,0.83,Ideal,E,62.2,57.0,6.0,6.05,3.75,2870
851,0.64,Premium,E,62.1,58.0,5.56,5.51,3.44,2870
852,0.8,Ideal,G,62.5,57.0,5.94,5.9,3.7,2870
853,0.74,Ideal,H,62.1,56.0,5.77,5.83,3.6,2870
854,0.72,Ideal,F,61.5,56.0,5.72,5.79,3.54,2870
855,0.82,Ideal,H,59.5,57.0,6.12,6.09,3.63,2870
856,0.73,Premium,E,61.3,59.0,5.81,5.78,3.55,2870
857,1.04,Premium,I,61.6,61.0,6.47,6.45,3.98,2870
858,0.73,Very Good,E,61.3,58.0,5.76,5.83,3.55,2871
859,0.73,Good,E,63.6,57.0,5.7,5.72,3.63,2871
860,0.9,Premium,J,62.8,59.0,6.13,6.03,3.82,2871
861,0.75,Ideal,I,61.8,55.0,5.83,5.85,3.61,2871
862,0.79,Ideal,G,62.6,55.0,5.91,5.95,3.71,2871
863,0.7,Good,D,62.5,56.7,5.59,5.62,3.51,2872
864,0.75,Very Good,D,60.7,55.0,5.87,5.92,3.58,2872
865,1.02,Ideal,I,61.7,56.0,6.44,6.49,3.99,2872
867,0.7,Ideal,D,61.8,56.0,5.63,5.73,3.51,2872
869,0.7,Ideal,D,61.4,54.0,5.71,5.75,3.52,2872
870,0.7,Ideal,D,60.7,56.0,5.72,5.75,3.48,2872
871,0.7,Very Good,D,60.2,60.0,5.75,5.82,3.48,2872
873,0.74,Ideal,E,62.3,58.0,5.74,5.78,3.59,2872
875,0.76,Very Good,F,62.0,58.0,5.8,5.86,3.62,2873
876,0.77,Very Good,E,63.2,58.0,5.8,5.84,3.68,2873
877,0.76,Ideal,E,62.8,56.0,5.78,5.82,3.64,2873
878,1.0,Ideal,I,61.7,56.0,6.45,6.41,3.97,2873
881,0.9,Premium,J,61.8,58.0,6.16,6.13,3.8,2873
882,0.9,Good,J,64.0,61.0,6.0,5.96,3.83,2873
885,0.9,Premium,J,60.9,61.0,6.26,6.22,3.8,2873
886,0.78,Premium,F,62.6,58.0,5.91,5.82,3.67,2874
887,0.71,Premium,D,61.2,59.0,5.69,5.74,3.5,2874
889,0.7,Premium,F,60.8,62.0,5.71,5.67,3.46,2874
890,0.7,Premium,G,61.8,58.0,5.67,5.63,3.49,2874
891,0.7,Ideal,F,61.0,55.0,5.77,5.73,3.51,2874
892,0.7,Ideal,F,61.6,55.0,5.75,5.71,3.53,2874
893,0.7,Ideal,F,62.4,56.0,5.69,5.65,3.54,2874
894,0.7,Premium,G,62.9,59.0,5.68,5.61,3.55,2874
